gate_id,pair_id,cell_id,triad_candidate_id,triad_signature,source_matter_row_allowed,source_subbucket,entry_face_id,entry_state,entry_bits,exit_face_id,exit_state,exit_bits,entry_vertices,exit_vertices,entry_edges,exit_edges,complementary,vertex_disjoint,edge_disjoint,provenance_pass,physical_scale_status,material_status,species_score_status,acoustic_dependency,starbreaker_dependency
CELL_QP093A-0199_GATE_110_TO_001,CELL_QP093A-0199_PAIR_001_110,CELL_QP093A-0199,QP093A-0199,3+12+12,yes,TRIAD_ALLOWED,CELL_QP093A-0199_f_++-,++-,110,CELL_QP093A-0199_f_--+,--+,001,CELL_QP093A-0199_v_+x;CELL_QP093A-0199_v_+y;CELL_QP093A-0199_v_-z,CELL_QP093A-0199_v_+z;CELL_QP093A-0199_v_-x;CELL_QP093A-0199_v_-y,CELL_QP093A-0199_e_+x_+y;CELL_QP093A-0199_e_+x_-z;CELL_QP093A-0199_e_+y_-z,CELL_QP093A-0199_e_-x_+z;CELL_QP093A-0199_e_-x_-y;CELL_QP093A-0199_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0199_GATE_111_TO_000,CELL_QP093A-0199_PAIR_000_111,CELL_QP093A-0199,QP093A-0199,3+12+12,yes,TRIAD_ALLOWED,CELL_QP093A-0199_f_+++,+++,111,CELL_QP093A-0199_f_---,---,000,CELL_QP093A-0199_v_+x;CELL_QP093A-0199_v_+y;CELL_QP093A-0199_v_+z,CELL_QP093A-0199_v_-x;CELL_QP093A-0199_v_-y;CELL_QP093A-0199_v_-z,CELL_QP093A-0199_e_+x_+y;CELL_QP093A-0199_e_+x_+z;CELL_QP093A-0199_e_+y_+z,CELL_QP093A-0199_e_-x_-y;CELL_QP093A-0199_e_-x_-z;CELL_QP093A-0199_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0200_GATE_000_TO_111,CELL_QP093A-0200_PAIR_000_111,CELL_QP093A-0200,QP093A-0200,4+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0200_f_---,---,000,CELL_QP093A-0200_f_+++,+++,111,CELL_QP093A-0200_v_-x;CELL_QP093A-0200_v_-y;CELL_QP093A-0200_v_-z,CELL_QP093A-0200_v_+x;CELL_QP093A-0200_v_+y;CELL_QP093A-0200_v_+z,CELL_QP093A-0200_e_-x_-y;CELL_QP093A-0200_e_-x_-z;CELL_QP093A-0200_e_-y_-z,CELL_QP093A-0200_e_+x_+y;CELL_QP093A-0200_e_+x_+z;CELL_QP093A-0200_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0200_GATE_001_TO_110,CELL_QP093A-0200_PAIR_001_110,CELL_QP093A-0200,QP093A-0200,4+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0200_f_--+,--+,001,CELL_QP093A-0200_f_++-,++-,110,CELL_QP093A-0200_v_+z;CELL_QP093A-0200_v_-x;CELL_QP093A-0200_v_-y,CELL_QP093A-0200_v_+x;CELL_QP093A-0200_v_+y;CELL_QP093A-0200_v_-z,CELL_QP093A-0200_e_-x_+z;CELL_QP093A-0200_e_-x_-y;CELL_QP093A-0200_e_-y_+z,CELL_QP093A-0200_e_+x_+y;CELL_QP093A-0200_e_+x_-z;CELL_QP093A-0200_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0200_GATE_010_TO_101,CELL_QP093A-0200_PAIR_010_101,CELL_QP093A-0200,QP093A-0200,4+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0200_f_-+-,-+-,010,CELL_QP093A-0200_f_+-+,+-+,101,CELL_QP093A-0200_v_+y;CELL_QP093A-0200_v_-x;CELL_QP093A-0200_v_-z,CELL_QP093A-0200_v_+x;CELL_QP093A-0200_v_+z;CELL_QP093A-0200_v_-y,CELL_QP093A-0200_e_+y_-z;CELL_QP093A-0200_e_-x_+y;CELL_QP093A-0200_e_-x_-z,CELL_QP093A-0200_e_+x_+z;CELL_QP093A-0200_e_+x_-y;CELL_QP093A-0200_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0200_GATE_011_TO_100,CELL_QP093A-0200_PAIR_011_100,CELL_QP093A-0200,QP093A-0200,4+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0200_f_-++,-++,011,CELL_QP093A-0200_f_+--,+--,100,CELL_QP093A-0200_v_+y;CELL_QP093A-0200_v_+z;CELL_QP093A-0200_v_-x,CELL_QP093A-0200_v_+x;CELL_QP093A-0200_v_-y;CELL_QP093A-0200_v_-z,CELL_QP093A-0200_e_+y_+z;CELL_QP093A-0200_e_-x_+y;CELL_QP093A-0200_e_-x_+z,CELL_QP093A-0200_e_+x_-y;CELL_QP093A-0200_e_+x_-z;CELL_QP093A-0200_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0200_GATE_100_TO_011,CELL_QP093A-0200_PAIR_011_100,CELL_QP093A-0200,QP093A-0200,4+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0200_f_+--,+--,100,CELL_QP093A-0200_f_-++,-++,011,CELL_QP093A-0200_v_+x;CELL_QP093A-0200_v_-y;CELL_QP093A-0200_v_-z,CELL_QP093A-0200_v_+y;CELL_QP093A-0200_v_+z;CELL_QP093A-0200_v_-x,CELL_QP093A-0200_e_+x_-y;CELL_QP093A-0200_e_+x_-z;CELL_QP093A-0200_e_-y_-z,CELL_QP093A-0200_e_+y_+z;CELL_QP093A-0200_e_-x_+y;CELL_QP093A-0200_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0200_GATE_101_TO_010,CELL_QP093A-0200_PAIR_010_101,CELL_QP093A-0200,QP093A-0200,4+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0200_f_+-+,+-+,101,CELL_QP093A-0200_f_-+-,-+-,010,CELL_QP093A-0200_v_+x;CELL_QP093A-0200_v_+z;CELL_QP093A-0200_v_-y,CELL_QP093A-0200_v_+y;CELL_QP093A-0200_v_-x;CELL_QP093A-0200_v_-z,CELL_QP093A-0200_e_+x_+z;CELL_QP093A-0200_e_+x_-y;CELL_QP093A-0200_e_-y_+z,CELL_QP093A-0200_e_+y_-z;CELL_QP093A-0200_e_-x_+y;CELL_QP093A-0200_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0200_GATE_110_TO_001,CELL_QP093A-0200_PAIR_001_110,CELL_QP093A-0200,QP093A-0200,4+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0200_f_++-,++-,110,CELL_QP093A-0200_f_--+,--+,001,CELL_QP093A-0200_v_+x;CELL_QP093A-0200_v_+y;CELL_QP093A-0200_v_-z,CELL_QP093A-0200_v_+z;CELL_QP093A-0200_v_-x;CELL_QP093A-0200_v_-y,CELL_QP093A-0200_e_+x_+y;CELL_QP093A-0200_e_+x_-z;CELL_QP093A-0200_e_+y_-z,CELL_QP093A-0200_e_-x_+z;CELL_QP093A-0200_e_-x_-y;CELL_QP093A-0200_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0200_GATE_111_TO_000,CELL_QP093A-0200_PAIR_000_111,CELL_QP093A-0200,QP093A-0200,4+4+4,yes,TRIAD_ALLOWED,CELL_QP093A-0200_f_+++,+++,111,CELL_QP093A-0200_f_---,---,000,CELL_QP093A-0200_v_+x;CELL_QP093A-0200_v_+y;CELL_QP093A-0200_v_+z,CELL_QP093A-0200_v_-x;CELL_QP093A-0200_v_-y;CELL_QP093A-0200_v_-z,CELL_QP093A-0200_e_+x_+y;CELL_QP093A-0200_e_+x_+z;CELL_QP093A-0200_e_+y_+z,CELL_QP093A-0200_e_-x_-y;CELL_QP093A-0200_e_-x_-z;CELL_QP093A-0200_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0201_GATE_000_TO_111,CELL_QP093A-0201_PAIR_000_111,CELL_QP093A-0201,QP093A-0201,4+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0201_f_---,---,000,CELL_QP093A-0201_f_+++,+++,111,CELL_QP093A-0201_v_-x;CELL_QP093A-0201_v_-y;CELL_QP093A-0201_v_-z,CELL_QP093A-0201_v_+x;CELL_QP093A-0201_v_+y;CELL_QP093A-0201_v_+z,CELL_QP093A-0201_e_-x_-y;CELL_QP093A-0201_e_-x_-z;CELL_QP093A-0201_e_-y_-z,CELL_QP093A-0201_e_+x_+y;CELL_QP093A-0201_e_+x_+z;CELL_QP093A-0201_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0201_GATE_001_TO_110,CELL_QP093A-0201_PAIR_001_110,CELL_QP093A-0201,QP093A-0201,4+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0201_f_--+,--+,001,CELL_QP093A-0201_f_++-,++-,110,CELL_QP093A-0201_v_+z;CELL_QP093A-0201_v_-x;CELL_QP093A-0201_v_-y,CELL_QP093A-0201_v_+x;CELL_QP093A-0201_v_+y;CELL_QP093A-0201_v_-z,CELL_QP093A-0201_e_-x_+z;CELL_QP093A-0201_e_-x_-y;CELL_QP093A-0201_e_-y_+z,CELL_QP093A-0201_e_+x_+y;CELL_QP093A-0201_e_+x_-z;CELL_QP093A-0201_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0201_GATE_010_TO_101,CELL_QP093A-0201_PAIR_010_101,CELL_QP093A-0201,QP093A-0201,4+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0201_f_-+-,-+-,010,CELL_QP093A-0201_f_+-+,+-+,101,CELL_QP093A-0201_v_+y;CELL_QP093A-0201_v_-x;CELL_QP093A-0201_v_-z,CELL_QP093A-0201_v_+x;CELL_QP093A-0201_v_+z;CELL_QP093A-0201_v_-y,CELL_QP093A-0201_e_+y_-z;CELL_QP093A-0201_e_-x_+y;CELL_QP093A-0201_e_-x_-z,CELL_QP093A-0201_e_+x_+z;CELL_QP093A-0201_e_+x_-y;CELL_QP093A-0201_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0201_GATE_011_TO_100,CELL_QP093A-0201_PAIR_011_100,CELL_QP093A-0201,QP093A-0201,4+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0201_f_-++,-++,011,CELL_QP093A-0201_f_+--,+--,100,CELL_QP093A-0201_v_+y;CELL_QP093A-0201_v_+z;CELL_QP093A-0201_v_-x,CELL_QP093A-0201_v_+x;CELL_QP093A-0201_v_-y;CELL_QP093A-0201_v_-z,CELL_QP093A-0201_e_+y_+z;CELL_QP093A-0201_e_-x_+y;CELL_QP093A-0201_e_-x_+z,CELL_QP093A-0201_e_+x_-y;CELL_QP093A-0201_e_+x_-z;CELL_QP093A-0201_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0201_GATE_100_TO_011,CELL_QP093A-0201_PAIR_011_100,CELL_QP093A-0201,QP093A-0201,4+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0201_f_+--,+--,100,CELL_QP093A-0201_f_-++,-++,011,CELL_QP093A-0201_v_+x;CELL_QP093A-0201_v_-y;CELL_QP093A-0201_v_-z,CELL_QP093A-0201_v_+y;CELL_QP093A-0201_v_+z;CELL_QP093A-0201_v_-x,CELL_QP093A-0201_e_+x_-y;CELL_QP093A-0201_e_+x_-z;CELL_QP093A-0201_e_-y_-z,CELL_QP093A-0201_e_+y_+z;CELL_QP093A-0201_e_-x_+y;CELL_QP093A-0201_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0201_GATE_101_TO_010,CELL_QP093A-0201_PAIR_010_101,CELL_QP093A-0201,QP093A-0201,4+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0201_f_+-+,+-+,101,CELL_QP093A-0201_f_-+-,-+-,010,CELL_QP093A-0201_v_+x;CELL_QP093A-0201_v_+z;CELL_QP093A-0201_v_-y,CELL_QP093A-0201_v_+y;CELL_QP093A-0201_v_-x;CELL_QP093A-0201_v_-z,CELL_QP093A-0201_e_+x_+z;CELL_QP093A-0201_e_+x_-y;CELL_QP093A-0201_e_-y_+z,CELL_QP093A-0201_e_+y_-z;CELL_QP093A-0201_e_-x_+y;CELL_QP093A-0201_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0201_GATE_110_TO_001,CELL_QP093A-0201_PAIR_001_110,CELL_QP093A-0201,QP093A-0201,4+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0201_f_++-,++-,110,CELL_QP093A-0201_f_--+,--+,001,CELL_QP093A-0201_v_+x;CELL_QP093A-0201_v_+y;CELL_QP093A-0201_v_-z,CELL_QP093A-0201_v_+z;CELL_QP093A-0201_v_-x;CELL_QP093A-0201_v_-y,CELL_QP093A-0201_e_+x_+y;CELL_QP093A-0201_e_+x_-z;CELL_QP093A-0201_e_+y_-z,CELL_QP093A-0201_e_-x_+z;CELL_QP093A-0201_e_-x_-y;CELL_QP093A-0201_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0201_GATE_111_TO_000,CELL_QP093A-0201_PAIR_000_111,CELL_QP093A-0201,QP093A-0201,4+4+6,yes,TRIAD_ALLOWED,CELL_QP093A-0201_f_+++,+++,111,CELL_QP093A-0201_f_---,---,000,CELL_QP093A-0201_v_+x;CELL_QP093A-0201_v_+y;CELL_QP093A-0201_v_+z,CELL_QP093A-0201_v_-x;CELL_QP093A-0201_v_-y;CELL_QP093A-0201_v_-z,CELL_QP093A-0201_e_+x_+y;CELL_QP093A-0201_e_+x_+z;CELL_QP093A-0201_e_+y_+z,CELL_QP093A-0201_e_-x_-y;CELL_QP093A-0201_e_-x_-z;CELL_QP093A-0201_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0202_GATE_000_TO_111,CELL_QP093A-0202_PAIR_000_111,CELL_QP093A-0202,QP093A-0202,4+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0202_f_---,---,000,CELL_QP093A-0202_f_+++,+++,111,CELL_QP093A-0202_v_-x;CELL_QP093A-0202_v_-y;CELL_QP093A-0202_v_-z,CELL_QP093A-0202_v_+x;CELL_QP093A-0202_v_+y;CELL_QP093A-0202_v_+z,CELL_QP093A-0202_e_-x_-y;CELL_QP093A-0202_e_-x_-z;CELL_QP093A-0202_e_-y_-z,CELL_QP093A-0202_e_+x_+y;CELL_QP093A-0202_e_+x_+z;CELL_QP093A-0202_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0202_GATE_001_TO_110,CELL_QP093A-0202_PAIR_001_110,CELL_QP093A-0202,QP093A-0202,4+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0202_f_--+,--+,001,CELL_QP093A-0202_f_++-,++-,110,CELL_QP093A-0202_v_+z;CELL_QP093A-0202_v_-x;CELL_QP093A-0202_v_-y,CELL_QP093A-0202_v_+x;CELL_QP093A-0202_v_+y;CELL_QP093A-0202_v_-z,CELL_QP093A-0202_e_-x_+z;CELL_QP093A-0202_e_-x_-y;CELL_QP093A-0202_e_-y_+z,CELL_QP093A-0202_e_+x_+y;CELL_QP093A-0202_e_+x_-z;CELL_QP093A-0202_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0202_GATE_010_TO_101,CELL_QP093A-0202_PAIR_010_101,CELL_QP093A-0202,QP093A-0202,4+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0202_f_-+-,-+-,010,CELL_QP093A-0202_f_+-+,+-+,101,CELL_QP093A-0202_v_+y;CELL_QP093A-0202_v_-x;CELL_QP093A-0202_v_-z,CELL_QP093A-0202_v_+x;CELL_QP093A-0202_v_+z;CELL_QP093A-0202_v_-y,CELL_QP093A-0202_e_+y_-z;CELL_QP093A-0202_e_-x_+y;CELL_QP093A-0202_e_-x_-z,CELL_QP093A-0202_e_+x_+z;CELL_QP093A-0202_e_+x_-y;CELL_QP093A-0202_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0202_GATE_011_TO_100,CELL_QP093A-0202_PAIR_011_100,CELL_QP093A-0202,QP093A-0202,4+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0202_f_-++,-++,011,CELL_QP093A-0202_f_+--,+--,100,CELL_QP093A-0202_v_+y;CELL_QP093A-0202_v_+z;CELL_QP093A-0202_v_-x,CELL_QP093A-0202_v_+x;CELL_QP093A-0202_v_-y;CELL_QP093A-0202_v_-z,CELL_QP093A-0202_e_+y_+z;CELL_QP093A-0202_e_-x_+y;CELL_QP093A-0202_e_-x_+z,CELL_QP093A-0202_e_+x_-y;CELL_QP093A-0202_e_+x_-z;CELL_QP093A-0202_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0202_GATE_100_TO_011,CELL_QP093A-0202_PAIR_011_100,CELL_QP093A-0202,QP093A-0202,4+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0202_f_+--,+--,100,CELL_QP093A-0202_f_-++,-++,011,CELL_QP093A-0202_v_+x;CELL_QP093A-0202_v_-y;CELL_QP093A-0202_v_-z,CELL_QP093A-0202_v_+y;CELL_QP093A-0202_v_+z;CELL_QP093A-0202_v_-x,CELL_QP093A-0202_e_+x_-y;CELL_QP093A-0202_e_+x_-z;CELL_QP093A-0202_e_-y_-z,CELL_QP093A-0202_e_+y_+z;CELL_QP093A-0202_e_-x_+y;CELL_QP093A-0202_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0202_GATE_101_TO_010,CELL_QP093A-0202_PAIR_010_101,CELL_QP093A-0202,QP093A-0202,4+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0202_f_+-+,+-+,101,CELL_QP093A-0202_f_-+-,-+-,010,CELL_QP093A-0202_v_+x;CELL_QP093A-0202_v_+z;CELL_QP093A-0202_v_-y,CELL_QP093A-0202_v_+y;CELL_QP093A-0202_v_-x;CELL_QP093A-0202_v_-z,CELL_QP093A-0202_e_+x_+z;CELL_QP093A-0202_e_+x_-y;CELL_QP093A-0202_e_-y_+z,CELL_QP093A-0202_e_+y_-z;CELL_QP093A-0202_e_-x_+y;CELL_QP093A-0202_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0202_GATE_110_TO_001,CELL_QP093A-0202_PAIR_001_110,CELL_QP093A-0202,QP093A-0202,4+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0202_f_++-,++-,110,CELL_QP093A-0202_f_--+,--+,001,CELL_QP093A-0202_v_+x;CELL_QP093A-0202_v_+y;CELL_QP093A-0202_v_-z,CELL_QP093A-0202_v_+z;CELL_QP093A-0202_v_-x;CELL_QP093A-0202_v_-y,CELL_QP093A-0202_e_+x_+y;CELL_QP093A-0202_e_+x_-z;CELL_QP093A-0202_e_+y_-z,CELL_QP093A-0202_e_-x_+z;CELL_QP093A-0202_e_-x_-y;CELL_QP093A-0202_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0202_GATE_111_TO_000,CELL_QP093A-0202_PAIR_000_111,CELL_QP093A-0202,QP093A-0202,4+4+8,yes,TRIAD_ALLOWED,CELL_QP093A-0202_f_+++,+++,111,CELL_QP093A-0202_f_---,---,000,CELL_QP093A-0202_v_+x;CELL_QP093A-0202_v_+y;CELL_QP093A-0202_v_+z,CELL_QP093A-0202_v_-x;CELL_QP093A-0202_v_-y;CELL_QP093A-0202_v_-z,CELL_QP093A-0202_e_+x_+y;CELL_QP093A-0202_e_+x_+z;CELL_QP093A-0202_e_+y_+z,CELL_QP093A-0202_e_-x_-y;CELL_QP093A-0202_e_-x_-z;CELL_QP093A-0202_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0203_GATE_000_TO_111,CELL_QP093A-0203_PAIR_000_111,CELL_QP093A-0203,QP093A-0203,4+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0203_f_---,---,000,CELL_QP093A-0203_f_+++,+++,111,CELL_QP093A-0203_v_-x;CELL_QP093A-0203_v_-y;CELL_QP093A-0203_v_-z,CELL_QP093A-0203_v_+x;CELL_QP093A-0203_v_+y;CELL_QP093A-0203_v_+z,CELL_QP093A-0203_e_-x_-y;CELL_QP093A-0203_e_-x_-z;CELL_QP093A-0203_e_-y_-z,CELL_QP093A-0203_e_+x_+y;CELL_QP093A-0203_e_+x_+z;CELL_QP093A-0203_e_+y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0203_GATE_001_TO_110,CELL_QP093A-0203_PAIR_001_110,CELL_QP093A-0203,QP093A-0203,4+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0203_f_--+,--+,001,CELL_QP093A-0203_f_++-,++-,110,CELL_QP093A-0203_v_+z;CELL_QP093A-0203_v_-x;CELL_QP093A-0203_v_-y,CELL_QP093A-0203_v_+x;CELL_QP093A-0203_v_+y;CELL_QP093A-0203_v_-z,CELL_QP093A-0203_e_-x_+z;CELL_QP093A-0203_e_-x_-y;CELL_QP093A-0203_e_-y_+z,CELL_QP093A-0203_e_+x_+y;CELL_QP093A-0203_e_+x_-z;CELL_QP093A-0203_e_+y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0203_GATE_010_TO_101,CELL_QP093A-0203_PAIR_010_101,CELL_QP093A-0203,QP093A-0203,4+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0203_f_-+-,-+-,010,CELL_QP093A-0203_f_+-+,+-+,101,CELL_QP093A-0203_v_+y;CELL_QP093A-0203_v_-x;CELL_QP093A-0203_v_-z,CELL_QP093A-0203_v_+x;CELL_QP093A-0203_v_+z;CELL_QP093A-0203_v_-y,CELL_QP093A-0203_e_+y_-z;CELL_QP093A-0203_e_-x_+y;CELL_QP093A-0203_e_-x_-z,CELL_QP093A-0203_e_+x_+z;CELL_QP093A-0203_e_+x_-y;CELL_QP093A-0203_e_-y_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0203_GATE_011_TO_100,CELL_QP093A-0203_PAIR_011_100,CELL_QP093A-0203,QP093A-0203,4+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0203_f_-++,-++,011,CELL_QP093A-0203_f_+--,+--,100,CELL_QP093A-0203_v_+y;CELL_QP093A-0203_v_+z;CELL_QP093A-0203_v_-x,CELL_QP093A-0203_v_+x;CELL_QP093A-0203_v_-y;CELL_QP093A-0203_v_-z,CELL_QP093A-0203_e_+y_+z;CELL_QP093A-0203_e_-x_+y;CELL_QP093A-0203_e_-x_+z,CELL_QP093A-0203_e_+x_-y;CELL_QP093A-0203_e_+x_-z;CELL_QP093A-0203_e_-y_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0203_GATE_100_TO_011,CELL_QP093A-0203_PAIR_011_100,CELL_QP093A-0203,QP093A-0203,4+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0203_f_+--,+--,100,CELL_QP093A-0203_f_-++,-++,011,CELL_QP093A-0203_v_+x;CELL_QP093A-0203_v_-y;CELL_QP093A-0203_v_-z,CELL_QP093A-0203_v_+y;CELL_QP093A-0203_v_+z;CELL_QP093A-0203_v_-x,CELL_QP093A-0203_e_+x_-y;CELL_QP093A-0203_e_+x_-z;CELL_QP093A-0203_e_-y_-z,CELL_QP093A-0203_e_+y_+z;CELL_QP093A-0203_e_-x_+y;CELL_QP093A-0203_e_-x_+z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
CELL_QP093A-0203_GATE_101_TO_010,CELL_QP093A-0203_PAIR_010_101,CELL_QP093A-0203,QP093A-0203,4+4+9,yes,TRIAD_ALLOWED,CELL_QP093A-0203_f_+-+,+-+,101,CELL_QP093A-0203_f_-+-,-+-,010,CELL_QP093A-0203_v_+x;CELL_QP093A-0203_v_+z;CELL_QP093A-0203_v_-y,CELL_QP093A-0203_v_+y;CELL_QP093A-0203_v_-x;CELL_QP093A-0203_v_-z,CELL_QP093A-0203_e_+x_+z;CELL_QP093A-0203_e_+x_-y;CELL_QP093A-0203_e_-y_+z,CELL_QP093A-0203_e_+y_-z;CELL_QP093A-0203_e_-x_+y;CELL_QP093A-0203_e_-x_-z,true,true,true,true,OPEN_NO_UNIT_MAPPING,OPEN_CONVENTIONAL_ENGINEERING_INPUT,UNEMITTED_CR286_GATE,false,false
